
 viewer_countyname | factsk             | age_group_desc | dim_dayofweek | dim_month | dim_partname                  | dim_year | dimdate    | dimpartsk          | part_countyname | partsk             | viewersk           | vote | votecategory | votecost                                                 | votedate   | votemode
            Galway | 100594758472642447 |            >50 |             1 |         1 |                   Debra Stark |     2019 | 2019-01-06 | 100594758472613987 |       Westmeath | 100594758472613987 | 100594758472616533 |    2 |         Jury |                                                        1 | 2019-01-06 |     Phone
            Galway | 100594758472642452 |            >50 |             1 |         1 |                    Noah Wiley |     2019 | 2019-01-06 | 100594758472613919 |          Galway | 100594758472613919 | 100594758472616535 |    3 |         Jury |                                                      0.5 | 2019-01-06 | Instagram
            Galway | 100594758472642453 |            >50 |             1 |         1 |     The Jeremiah Simmons Band |     2016 | 2016-01-03 | 100594758472613922 |          Galway | 100594758472613922 | 100594758472616535 |    1 |         Jury |                                                      0.5 | 2016-01-03 |  Facebook
            Galway | 100594758472642454 |            >50 |             1 |         1 |      The Vanessa Parker Group |     2017 | 2017-01-01 | 100594758472613923 |          Galway | 100594758472613923 | 100594758472616535 |    1 |         Jury |                                                        1 | 2017-01-01 |     Phone
            Galway | 100594758472642455 |            >50 |             1 |         1 |                   Ian Johnson |     2018 | 2018-01-07 | 100594758472613924 |            Mayo | 100594758472613924 | 100594758472616535 |    5 |         Jury |                                                      0.5 | 2018-01-07 | Instagram
            Galway | 100594758472642456 |            >50 |             1 |         1 |                Laura Mitchell |     2021 | 2021-01-03 | 100594758472613936 |       Tipperary | 100594758472613936 | 100594758472616535 |    4 |         Jury |                                                      0.5 | 2021-01-03 | Instagram
            Galway | 100594758472642457 |            >50 |             1 |         1 |                   David Young |     2013 | 2013-01-06 | 100594758472613939 |           Clare | 100594758472613939 | 100594758472616535 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 |  Facebook
            Galway | 100594758472642458 |            >50 |             1 |         1 |                   Howard Rice |     2014 | 2014-01-05 | 100594758472613953 |       Roscommon | 100594758472613953 | 100594758472616535 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 |     Phone
            Galway | 100594758472642516 |            >50 |             1 |         1 |                   Scott Craig |     2014 | 2014-01-05 | 100594758472613929 |         Donegal | 100594758472613929 | 100594758472616550 |    1 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 | Instagram
            Galway | 100594758472642517 |            >50 |             1 |         1 |                Matthew Finley |     2016 | 2016-01-03 | 100594758472613944 |          Tyrone | 100594758472613944 | 100594758472616550 |    2 |         Jury |                                                      0.5 | 2016-01-03 | Instagram
            Galway | 100594758472642518 |            >50 |             1 |         1 |      The Jennifer Irwin Group |     2022 | 2022-01-02 | 100594758472613956 |       Roscommon | 100594758472613956 | 100594758472616550 |    2 |         Jury |                                                      0.5 | 2022-01-02 |  Facebook
            Galway | 100594758472643038 |            >50 |             1 |         1 |                    Cindy Hill |     2015 | 2015-01-04 | 100594758472613913 |            Cork | 100594758472613913 | 100594758472616660 |    3 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2015-01-04 |     Phone
            Galway | 100594758472643039 |            >50 |             1 |         1 |                  Renee Burton |     2013 | 2013-01-06 | 100594758472613920 |          Galway | 100594758472613920 | 100594758472616660 |    1 |         Jury |                                                      0.5 | 2013-01-06 |        TV
            Galway | 100594758472643059 |            >50 |             1 |         1 |                   Jordan Wood |     2015 | 2015-01-04 | 100594758472613935 |       Tipperary | 100594758472613935 | 100594758472616666 |    2 |         Jury |                                                      0.5 | 2015-01-04 |        TV
            Galway | 100594758472643060 |            >50 |             1 |         1 |          The John Poole Combo |     2017 | 2017-01-01 | 100594758472613937 |       Tipperary | 100594758472613937 | 100594758472616666 |    5 |         Jury |                                                      0.5 | 2017-01-01 | Instagram
            Galway | 100594758472643061 |            >50 |             1 |         1 |                Michael Warren |     2014 | 2014-01-05 | 100594758472613967 |        Kilkenny | 100594758472613967 | 100594758472616666 |    1 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 |  Facebook
            Galway | 100594758472643224 |            >50 |             1 |         1 |       The Cody Stafford Group |     2021 | 2021-01-03 | 100594758472613915 |            Cork | 100594758472613915 | 100594758472616701 |    2 |         Jury |                                                      0.5 | 2021-01-03 | Instagram
            Galway | 100594758472643225 |            >50 |             1 |         1 |                 Patrick Hicks |     2020 | 2020-01-05 | 100594758472613928 |         Donegal | 100594758472613928 | 100594758472616701 |    3 |         Jury |                                                        1 | 2020-01-05 |        TV
            Galway | 100594758472643226 |            >50 |             1 |         1 |                   Scott Craig |     2014 | 2014-01-05 | 100594758472613929 |         Donegal | 100594758472613929 | 100594758472616701 |    3 |         Jury |                                                      0.5 | 2014-01-05 |        TV
            Galway | 100594758472643227 |            >50 |             1 |         1 |                  Jennifer Lee |     2016 | 2016-01-03 | 100594758472614008 |         Leitrim | 100594758472614008 | 100594758472616701 |    1 |         Jury |                                                        1 | 2016-01-03 |        TV
            Galway | 100594758472643760 |            >50 |             1 |         1 |                    Mary Moore |     2021 | 2021-01-03 | 100594758472613930 |           Kerry | 100594758472613930 | 100594758472616471 |    2 |     Audience |                                                      0.5 | 2021-01-03 |  Facebook
            Galway | 100594758472643761 |            >50 |             1 |         1 |                Catherine Mack |     2015 | 2015-01-04 | 100594758472613938 |           Clare | 100594758472613938 | 100594758472616471 |    4 |     Audience |                                                      0.5 | 2015-01-04 |        TV
            Galway | 100594758472643762 |            >50 |             1 |         1 |             Alexandra Parsons |     2018 | 2018-01-07 | 100594758472613946 |          Antrim | 100594758472613946 | 100594758472616471 |    5 |     Audience |                                                        1 | 2018-01-07 |        TV
            Galway | 100594758472643763 |            >50 |             1 |         1 |            Christopher Obrien |     2022 | 2022-01-02 | 100594758472613949 |        Limerick | 100594758472613949 | 100594758472616471 |    4 |     Audience |                                                        1 | 2022-01-02 |        TV
            Galway | 100594758472643764 |            >50 |             1 |         1 |      The Joseph Burnett Group |     2013 | 2013-01-06 | 100594758472613951 |        Limerick | 100594758472613951 | 100594758472616471 |    4 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 | Instagram
            Galway | 100594758472644034 |            >50 |             1 |         1 |                 Patrick Hicks |     2020 | 2020-01-05 | 100594758472613928 |         Donegal | 100594758472613928 | 100594758472616533 |    1 |     Audience |                                                      0.5 | 2020-01-05 | Instagram
            Galway | 100594758472644035 |            >50 |             1 |         1 |                   Scott Craig |     2014 | 2014-01-05 | 100594758472613929 |         Donegal | 100594758472613929 | 100594758472616533 |    3 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 |     Phone
            Galway | 100594758472644036 |            >50 |             1 |         1 |            Elizabeth Cummings |     2018 | 2018-01-07 | 100594758472613952 |       Roscommon | 100594758472613952 | 100594758472616533 |    2 |     Audience |                                                        1 | 2018-01-07 |     Phone
            Galway | 100594758472644041 |            >50 |             1 |         1 |    The Thomas Willis MD Combo |     2022 | 2022-01-02 | 100594758472613932 |           Kerry | 100594758472613932 | 100594758472616535 |    3 |     Audience |                                                        1 | 2022-01-02 |        TV
            Galway | 100594758472644042 |            >50 |             1 |         1 |                Catherine Mack |     2015 | 2015-01-04 | 100594758472613938 |           Clare | 100594758472613938 | 100594758472616535 |    1 |     Audience |                                                      0.5 | 2015-01-04 |        TV

 viewer_countyname | factsk             | age_group_desc | dim_dayofweek | dim_month | dim_partname                  | dim_year | dimdate    | dimpartsk          | part_countyname | partsk             | viewersk           | vote | votecategory | votecost                                                 | votedate   | votemode
-------------------+--------------------+----------------+---------------+-----------+-------------------------------+----------+------------+--------------------+-----------------+--------------------+--------------------+------+--------------+----------------------------------------------------------+------------+-----------
            Galway | 100594758472644120 |            >50 |             1 |         1 |                    April Page |     2017 | 2017-01-01 | 100594758472613912 |            Cork | 100594758472613912 | 100594758472616550 |    2 |     Audience |                                                        1 | 2017-01-01 |        TV
            Galway | 100594758472644121 |            >50 |             1 |         1 | The Carol Martinez Experience |     2015 | 2015-01-04 | 100594758472613921 |          Galway | 100594758472613921 | 100594758472616550 |    1 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2015-01-04 |  Facebook
            Galway | 100594758472644122 |            >50 |             1 |         1 |                Benjamin Perez |     2018 | 2018-01-07 | 100594758472613926 |         Donegal | 100594758472613926 | 100594758472616550 |    2 |     Audience |                                                      0.5 | 2018-01-07 |  Facebook
            Galway | 100594758472644123 |            >50 |             1 |         1 |                 Patrick Hicks |     2020 | 2020-01-05 | 100594758472613928 |         Donegal | 100594758472613928 | 100594758472616550 |    4 |     Audience |                                                      0.5 | 2020-01-05 |  Facebook
            Galway | 100594758472644124 |            >50 |             1 |         1 |                    Mary Moore |     2021 | 2021-01-03 | 100594758472613930 |           Kerry | 100594758472613930 | 100594758472616550 |    4 |     Audience |                                                        1 | 2021-01-03 |        TV
            Galway | 100594758472644125 |            >50 |             1 |         1 |                Amanda Bradley |     2013 | 2013-01-06 | 100594758472613994 |           Laois | 100594758472613994 | 100594758472616550 |    1 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 |     Phone
            Galway | 100594758472644631 |            >50 |             1 |         1 |       The Cody Stafford Group |     2021 | 2021-01-03 | 100594758472613915 |            Cork | 100594758472613915 | 100594758472616660 |    3 |     Audience |                                                        1 | 2021-01-03 |     Phone
            Galway | 100594758472644632 |            >50 |             1 |         1 |               Anthony Jimenez |     2016 | 2016-01-03 | 100594758472613916 |          Galway | 100594758472613916 | 100594758472616660 |    4 |     Audience |                                                      0.5 | 2016-01-03 |  Facebook
            Galway | 100594758472644633 |            >50 |             1 |         1 |                    Noah Wiley |     2019 | 2019-01-06 | 100594758472613919 |          Galway | 100594758472613919 | 100594758472616660 |    4 |     Audience |                                                      0.5 | 2019-01-06 | Instagram
            Galway | 100594758472644634 |            >50 |             1 |         1 |      The Vanessa Parker Group |     2017 | 2017-01-01 | 100594758472613923 |          Galway | 100594758472613923 | 100594758472616660 |    3 |     Audience |                                                        1 | 2017-01-01 |     Phone
            Galway | 100594758472644635 |            >50 |             1 |         1 |                   Ian Johnson |     2018 | 2018-01-07 | 100594758472613924 |            Mayo | 100594758472613924 | 100594758472616660 |    4 |     Audience |                                                        1 | 2018-01-07 |        TV
            Galway | 100594758472644636 |            >50 |             1 |         1 |    The Thomas Willis MD Combo |     2022 | 2022-01-02 | 100594758472613932 |           Kerry | 100594758472613932 | 100594758472616660 |    2 |     Audience |                                                        1 | 2022-01-02 |     Phone
            Galway | 100594758472644637 |            >50 |             1 |         1 |                 Tracy Edwards |     2014 | 2014-01-05 | 100594758472613966 |           Derry | 100594758472613966 | 100594758472616660 |    4 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 |     Phone
            Galway | 100594758472644664 |            >50 |             1 |         1 |                   Ian Johnson |     2018 | 2018-01-07 | 100594758472613924 |            Mayo | 100594758472613924 | 100594758472616666 |    3 |     Audience |                                                      0.5 | 2018-01-07 |  Facebook
            Galway | 100594758472644665 |            >50 |             1 |         1 |                   Sharon Sims |     2016 | 2016-01-03 | 100594758472613925 |            Mayo | 100594758472613925 | 100594758472616666 |    4 |     Audience |                                                        1 | 2016-01-03 |     Phone
            Galway | 100594758472644666 |            >50 |             1 |         1 |    The Thomas Willis MD Combo |     2022 | 2022-01-02 | 100594758472613932 |           Kerry | 100594758472613932 | 100594758472616666 |    1 |     Audience |                                                        1 | 2022-01-02 |        TV
            Galway | 100594758472644667 |            >50 |             1 |         1 |      The Joseph Burnett Group |     2013 | 2013-01-06 | 100594758472613951 |        Limerick | 100594758472613951 | 100594758472616666 |    5 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 |     Phone
            Galway | 100594758472644668 |            >50 |             1 |         1 |              Jennifer Hendrix |     2019 | 2019-01-06 | 100594758472613958 |            Down | 100594758472613958 | 100594758472616666 |    4 |     Audience |                                                        1 | 2019-01-06 |        TV
            Galway | 100594758472644669 |            >50 |             1 |         1 |                Shannon Norris |     2021 | 2021-01-03 | 100594758472613972 |         Wicklow | 100594758472613972 | 100594758472616666 |    2 |     Audience |                                                      0.5 | 2021-01-03 |  Facebook
            Galway | 100594758472644834 |            >50 |             1 |         1 |                    Cindy Hill |     2015 | 2015-01-04 | 100594758472613913 |            Cork | 100594758472613913 | 100594758472616701 |    4 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2015-01-04 | Instagram
            Galway | 100594758472644835 |            >50 |             1 |         1 |                  Renee Burton |     2013 | 2013-01-06 | 100594758472613920 |          Galway | 100594758472613920 | 100594758472616701 |    1 |     Audience |                                                      0.5 | 2013-01-06 |        TV
            Galway | 100594758472644836 |            >50 |             1 |         1 |      The Vanessa Parker Group |     2017 | 2017-01-01 | 100594758472613923 |          Galway | 100594758472613923 | 100594758472616701 |    4 |     Audience |                                                        1 | 2017-01-01 |        TV
            Galway | 100594758472644837 |            >50 |             1 |         1 |                Benjamin Perez |     2018 | 2018-01-07 | 100594758472613926 |         Donegal | 100594758472613926 | 100594758472616701 |    4 |     Audience |                                                      0.5 | 2018-01-07 | Instagram
            Galway | 100594758472644838 |            >50 |             1 |         1 |             Elizabeth Fischer |     2019 | 2019-01-06 | 100594758472613927 |         Donegal | 100594758472613927 | 100594758472616701 |    3 |     Audience |                                                        1 | 2019-01-06 |     Phone
            Galway | 100594758472644839 |            >50 |             1 |         1 |            Christopher Obrien |     2022 | 2022-01-02 | 100594758472613949 |        Limerick | 100594758472613949 | 100594758472616701 |    5 |     Audience |                                                        1 | 2022-01-02 |     Phone
            Galway | 100594758472645575 |            >50 |             1 |         1 | The Carol Martinez Experience |     2015 | 2015-01-04 | 100594758472613921 |          Galway | 100594758472613921 | 100594758472616852 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2015-01-04 |  Facebook
            Galway | 100594758472645576 |            >50 |             1 |         1 |                   Sharon Sims |     2016 | 2016-01-03 | 100594758472613925 |            Mayo | 100594758472613925 | 100594758472616852 |    1 |         Jury |                                                      0.5 | 2016-01-03 |  Facebook
            Galway | 100594758472645577 |            >50 |             1 |         1 |                   Scott Craig |     2014 | 2014-01-05 | 100594758472613929 |         Donegal | 100594758472613929 | 100594758472616852 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 |  Facebook
            Galway | 100594758472645578 |            >50 |             1 |         1 |                Kevin Gonzales |     2018 | 2018-01-07 | 100594758472613981 |           Cavan | 100594758472613981 | 100594758472616852 |    3 |         Jury |                                                      0.5 | 2018-01-07 |  Facebook
            Galway | 100594758472645579 |            >50 |             1 |         1 |                    Ellen Ross |     2020 | 2020-01-05 | 100594758472613995 |           Laois | 100594758472613995 | 100594758472616852 |    4 |         Jury |                                                      0.5 | 2020-01-05 |  Facebook
            Galway | 100594758472645615 |            >50 |             1 |         1 |       The Cody Stafford Group |     2021 | 2021-01-03 | 100594758472613915 |            Cork | 100594758472613915 | 100594758472616861 |    3 |         Jury |                                                      0.5 | 2021-01-03 | Instagram
            Galway | 100594758472645616 |            >50 |             1 |         1 |                    Noah Wiley |     2019 | 2019-01-06 | 100594758472613919 |          Galway | 100594758472613919 | 100594758472616861 |    3 |         Jury |                                                        1 | 2019-01-06 |     Phone
            Galway | 100594758472645617 |            >50 |             1 |         1 |     The Jeremiah Simmons Band |     2016 | 2016-01-03 | 100594758472613922 |          Galway | 100594758472613922 | 100594758472616861 |    1 |         Jury |                                                      0.5 | 2016-01-03 |  Facebook
            Galway | 100594758472645618 |            >50 |             1 |         1 |                   Scott Craig |     2014 | 2014-01-05 | 100594758472613929 |         Donegal | 100594758472613929 | 100594758472616861 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 |     Phone
            Galway | 100594758472645619 |            >50 |             1 |         1 |          The John Poole Combo |     2017 | 2017-01-01 | 100594758472613937 |       Tipperary | 100594758472613937 | 100594758472616861 |    4 |         Jury |                                                        1 | 2017-01-01 |     Phone
            Galway | 100594758472645620 |            >50 |             1 |         1 |       The Steven Parsons Band |     2013 | 2013-01-06 | 100594758472613940 |           Clare | 100594758472613940 | 100594758472616861 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 | Instagram
            Galway | 100594758472645621 |            >50 |             1 |         1 |            Elizabeth Cummings |     2018 | 2018-01-07 | 100594758472613952 |       Roscommon | 100594758472613952 | 100594758472616861 |    2 |         Jury |                                                        1 | 2018-01-07 |        TV
            Galway | 100594758472645711 |            >50 |             1 |         1 | The Carol Martinez Experience |     2015 | 2015-01-04 | 100594758472613921 |          Galway | 100594758472613921 | 100594758472616879 |    3 |         Jury |                                                      0.5 | 2015-01-04 |        TV
            Galway | 100594758472645712 |            >50 |             1 |         1 |     The Jeremiah Simmons Band |     2016 | 2016-01-03 | 100594758472613922 |          Galway | 100594758472613922 | 100594758472616879 |    5 |         Jury |                                                        1 | 2016-01-03 |        TV
            Galway | 100594758472645713 |            >50 |             1 |         1 |                   Scott Craig |     2014 | 2014-01-05 | 100594758472613929 |         Donegal | 100594758472613929 | 100594758472616879 |    4 |         Jury |                                                      0.5 | 2014-01-05 |        TV
            Galway | 100594758472645714 |            >50 |             1 |         1 |                 Lori Erickson |     2013 | 2013-01-06 | 100594758472613950 |        Limerick | 100594758472613950 | 100594758472616879 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 |  Facebook
            Galway | 100594758472645715 |            >50 |             1 |         1 |                  John Harding |     2018 | 2018-01-07 | 100594758472614001 |         Kildare | 100594758472614001 | 100594758472616879 |    2 |         Jury |                                                      0.5 | 2018-01-07 | Instagram
            Galway | 100594758472646112 |            >50 |             1 |         1 |                  Renee Burton |     2013 | 2013-01-06 | 100594758472613920 |          Galway | 100594758472613920 | 100594758472616965 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 |  Facebook
            Galway | 100594758472646113 |            >50 |             1 |         1 |             Stephanie Jimenez |     2022 | 2022-01-02 | 100594758472613931 |           Kerry | 100594758472613931 | 100594758472616965 |    4 |         Jury |                                                      0.5 | 2022-01-02 |  Facebook
            Galway | 100594758472646114 |            >50 |             1 |         1 |                  Andrea Moran |     2015 | 2015-01-04 | 100594758472613933 |       Tipperary | 100594758472613933 | 100594758472616965 |    3 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2015-01-04 |  Facebook
            Galway | 100594758472646115 |            >50 |             1 |         1 |                  Kelsey Booth |     2016 | 2016-01-03 | 100594758472613959 |            Down | 100594758472613959 | 100594758472616965 |    1 |         Jury |                                                      0.5 | 2016-01-03 | Instagram
            Galway | 100594758472646116 |            >50 |             1 |         1 |        The Kevin Dillon Group |     2014 | 2014-01-05 | 100594758472613968 |        Kilkenny | 100594758472613968 | 100594758472616965 |    3 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 |  Facebook
            Galway | 100594758472646117 |            >50 |             1 |         1 |                  David Abbott |     2020 | 2020-01-05 | 100594758472613984 |       Waterford | 100594758472613984 | 100594758472616965 |    5 |         Jury |                                                      0.5 | 2020-01-05 | Instagram
            Galway | 100594758472646962 |            >50 |             1 |         1 |                    Noah Wiley |     2019 | 2019-01-06 | 100594758472613919 |          Galway | 100594758472613919 | 100594758472617144 |    3 |         Jury |                                                      0.5 | 2019-01-06 |  Facebook
            Galway | 100594758472646963 |            >50 |             1 |         1 |                   Jordan Wood |     2015 | 2015-01-04 | 100594758472613935 |       Tipperary | 100594758472613935 | 100594758472617144 |    3 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2015-01-04 |  Facebook
            Galway | 100594758472646964 |            >50 |             1 |         1 |         The Michael Key Group |     2016 | 2016-01-03 | 100594758472613961 |            Down | 100594758472613961 | 100594758472617144 |    4 |         Jury |                                                      0.5 | 2016-01-03 |  Facebook
            Galway | 100594758472646965 |            >50 |             1 |         1 |            The Erica Kim Band |     2021 | 2021-01-03 | 100594758472613979 |          Offaly | 100594758472613979 | 100594758472617144 |    5 |         Jury |                                                      0.5 | 2021-01-03 |  Facebook
            Galway | 100594758472647234 |            >50 |             1 |         1 |             Elizabeth Fischer |     2019 | 2019-01-06 | 100594758472613927 |         Donegal | 100594758472613927 | 100594758472616852 |    4 |     Audience |                                                      0.5 | 2019-01-06 |  Facebook
            Galway | 100594758472647235 |            >50 |             1 |         1 |             Stephanie Jimenez |     2022 | 2022-01-02 | 100594758472613931 |           Kerry | 100594758472613931 | 100594758472616852 |    3 |     Audience |                                                        1 | 2022-01-02 |     Phone
            Galway | 100594758472647236 |            >50 |             1 |         1 |                   David Young |     2013 | 2013-01-06 | 100594758472613939 |           Clare | 100594758472613939 | 100594758472616852 |    2 |     Audience |                                                      0.5 | 2013-01-06 |        TV
            Galway | 100594758472647237 |            >50 |             1 |         1 |         The Ann Salazar Group |     2017 | 2017-01-01 | 100594758472613965 |           Derry | 100594758472613965 | 100594758472616852 |    3 |     Audience |                                                      0.5 | 2017-01-01 |  Facebook
            Galway | 100594758472647238 |            >50 |             1 |         1 |                 Nathan Ortega |     2021 | 2021-01-03 | 100594758472613982 |           Cavan | 100594758472613982 | 100594758472616852 |    2 |     Audience |                                                        1 | 2021-01-03 |        TV
            Galway | 100594758472647280 |            >50 |             1 |         1 |    The Thomas Willis MD Combo |     2022 | 2022-01-02 | 100594758472613932 |           Kerry | 100594758472613932 | 100594758472616861 |    4 |     Audience |                                                      0.5 | 2022-01-02 |  Facebook
            Galway | 100594758472647281 |            >50 |             1 |         1 |      The Robert Carey II Band |     2015 | 2015-01-04 | 100594758472613962 |            Down | 100594758472613962 | 100594758472616861 |    2 |     Audience |                                                      0.5 | 2015-01-04 |        TV
            Galway | 100594758472647357 |            >50 |             1 |         1 |                    April Page |     2017 | 2017-01-01 | 100594758472613912 |            Cork | 100594758472613912 | 100594758472616879 |    3 |     Audience |                                                      0.5 | 2017-01-01 | Instagram
            Galway | 100594758472647358 |            >50 |             1 |         1 |                   Emily Moore |     2019 | 2019-01-06 | 100594758472613917 |          Galway | 100594758472613917 | 100594758472616879 |    3 |     Audience |                                                      0.5 | 2019-01-06 | Instagram
            Galway | 100594758472647359 |            >50 |             1 |         1 |                 Nathan Ortega |     2021 | 2021-01-03 | 100594758472613982 |           Cavan | 100594758472613982 | 100594758472616879 |    2 |     Audience |                                                      0.5 | 2021-01-03 |  Facebook
            Galway | 100594758472647360 |            >50 |             1 |         1 |                Lauren Krueger |     2022 | 2022-01-02 | 100594758472613989 |       Westmeath | 100594758472613989 | 100594758472616879 |    2 |     Audience |                                                      0.5 | 2022-01-02 | Instagram
            Galway | 100594758472647763 |            >50 |             1 |         1 |                    Noah Wiley |     2019 | 2019-01-06 | 100594758472613919 |          Galway | 100594758472613919 | 100594758472616965 |    4 |     Audience |                                                        1 | 2019-01-06 |        TV
            Galway | 100594758472647764 |            >50 |             1 |         1 |                Laura Mitchell |     2021 | 2021-01-03 | 100594758472613936 |       Tipperary | 100594758472613936 | 100594758472616965 |    4 |     Audience |                                                        1 | 2021-01-03 |     Phone
            Galway | 100594758472647765 |            >50 |             1 |         1 |          The John Poole Combo |     2017 | 2017-01-01 | 100594758472613937 |       Tipperary | 100594758472613937 | 100594758472616965 |    3 |     Audience |                                                        1 | 2017-01-01 |     Phone
            Galway | 100594758472648598 |            >50 |             1 |         1 |                 Patrick Hicks |     2020 | 2020-01-05 | 100594758472613928 |         Donegal | 100594758472613928 | 100594758472617144 |    4 |     Audience |                                                      0.5 | 2020-01-05 |  Facebook
            Galway | 100594758472648599 |            >50 |             1 |         1 |          The John Poole Combo |     2017 | 2017-01-01 | 100594758472613937 |       Tipperary | 100594758472613937 | 100594758472617144 |    5 |     Audience |                                                        1 | 2017-01-01 |        TV
            Galway | 100594758472648600 |            >50 |             1 |         1 |       The Steven Parsons Band |     2013 | 2013-01-06 | 100594758472613940 |           Clare | 100594758472613940 | 100594758472617144 |    1 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 |     Phone
            Galway | 100594758472648601 |            >50 |             1 |         1 |             Alexandra Parsons |     2018 | 2018-01-07 | 100594758472613946 |          Antrim | 100594758472613946 | 100594758472617144 |    1 |     Audience |                                                        1 | 2018-01-07 |        TV
            Galway | 100594758472648602 |            >50 |             1 |         1 |            Christopher Obrien |     2022 | 2022-01-02 | 100594758472613949 |        Limerick | 100594758472613949 | 100594758472617144 |    1 |     Audience |                                                        1 | 2022-01-02 |        TV
            Galway | 100594758472648603 |            >50 |             1 |         1 |                Michael Warren |     2014 | 2014-01-05 | 100594758472613967 |        Kilkenny | 100594758472613967 | 100594758472617144 |    1 |     Audience |                                                      0.5 | 2014-01-05 |        TV
            Galway | 100594758472649856 |            >50 |             1 |         1 |       The Cody Stafford Group |     2021 | 2021-01-03 | 100594758472613915 |            Cork | 100594758472613915 | 100594758472617424 |    4 |         Jury |                                                        1 | 2021-01-03 |        TV
            Galway | 100594758472649857 |            >50 |             1 |         1 |                    Noah Wiley |     2019 | 2019-01-06 | 100594758472613919 |          Galway | 100594758472613919 | 100594758472617424 |    4 |         Jury |                                                      0.5 | 2019-01-06 |  Facebook
            Galway | 100594758472649945 |            >50 |             1 |         1 |       The Cody Stafford Group |     2021 | 2021-01-03 | 100594758472613915 |            Cork | 100594758472613915 | 100594758472617441 |    4 |         Jury |                                                      0.5 | 2021-01-03 |  Facebook
            Galway | 100594758472649946 |            >50 |             1 |         1 |                 Patrick Hicks |     2020 | 2020-01-05 | 100594758472613928 |         Donegal | 100594758472613928 | 100594758472617441 |    4 |         Jury |                                                      0.5 | 2020-01-05 | Instagram
            Galway | 100594758472649947 |            >50 |             1 |         1 |       The Steven Parsons Band |     2013 | 2013-01-06 | 100594758472613940 |           Clare | 100594758472613940 | 100594758472617441 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 | Instagram
            Galway | 100594758472649948 |            >50 |             1 |         1 |      The Jennifer Irwin Group |     2022 | 2022-01-02 | 100594758472613956 |       Roscommon | 100594758472613956 | 100594758472617441 |    3 |         Jury |                                                      0.5 | 2022-01-02 | Instagram
            Galway | 100594758472649949 |            >50 |             1 |         1 |                Michael Warren |     2014 | 2014-01-05 | 100594758472613967 |        Kilkenny | 100594758472613967 | 100594758472617441 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 | Instagram
            Galway | 100594758472649950 |            >50 |             1 |         1 |                Deborah Wright |     2016 | 2016-01-03 | 100594758472614006 |       Fermanagh | 100594758472614006 | 100594758472617441 |    2 |         Jury |                                                        1 | 2016-01-03 |        TV
            Galway | 100594758472650146 |            >50 |             1 |         1 |              Michael Marshall |     2018 | 2018-01-07 | 100594758472613914 |            Cork | 100594758472613914 | 100594758472617481 |    1 |         Jury |                                                      0.5 | 2018-01-07 | Instagram
            Galway | 100594758472650147 |            >50 |             1 |         1 |      The Vanessa Parker Group |     2017 | 2017-01-01 | 100594758472613923 |          Galway | 100594758472613923 | 100594758472617481 |    2 |         Jury |                                                      0.5 | 2017-01-01 | Instagram
            Galway | 100594758472650148 |            >50 |             1 |         1 |                Denise Francis |     2013 | 2013-01-06 | 100594758472613934 |       Tipperary | 100594758472613934 | 100594758472617481 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 |  Facebook
            Galway | 100594758472651581 |            >50 |             1 |         1 |                    April Page |     2017 | 2017-01-01 | 100594758472613912 |            Cork | 100594758472613912 | 100594758472617424 |    2 |     Audience |                                                        1 | 2017-01-01 |     Phone
            Galway | 100594758472651582 |            >50 |             1 |         1 |               Anthony Jimenez |     2016 | 2016-01-03 | 100594758472613916 |          Galway | 100594758472613916 | 100594758472617424 |    4 |     Audience |                                                        1 | 2016-01-03 |     Phone
